Date,Postcode,Latitude,Longitude,Email,First Name,Last Name,Interaction,Sector
2024-12-28,KT22,51.3007,-0.33731,cindy.whitney@gmail.com,Cindy,Whitney,Webinar,Finance
2024-06-15,TN28,50.98202,0.95226,tisha.bristow@gmail.com,Tisha,Bristow,Email Correspondence,Healthcare
2024-04-04,G23,55.90193,-4.28431,margaret.hooper@gmail.com,Margaret,Hooper,Webinar,B2B Marketing
2024-08-01,TA3,50.99403,-3.03889,francis.collado@gmail.com,Francis,Collado,1-2-1 Conversation,Education
2024-01-09,SW16,51.42165,-0.12722,kenneth.mccauley@gmail.com,Kenneth,Mccauley,1-2-1 Conversation,Finance
2024-01-09,LA18,54.21512,-3.27448,lottie.wright@gmail.com,Lottie,Wright,Webinar,Data Science
2024-11-10,CV9,52.58493,-1.55864,richard.washington@gmail.com,Richard,Washington,Workshop,Healthcare
2024-05-29,HS9,56.97148,-7.47153,jeffery.puterbaugh@gmail.com,Jeffery,Puterbaugh,Email Correspondence,Finance
2024-09-25,M7,53.50516,-2.26086,fernanda.fratus@gmail.com,Fernanda,Fratus,Email Correspondence,Data Science
2024-03-10,NG16,53.02688,-1.29319,lorraine.campbell@gmail.com,Lorraine,Campbell,Email Correspondence,Healthcare
2024-02-09,BS29,51.33081,-2.87709,dana.augenstein@gmail.com,Dana,Augenstein,1-2-1 Conversation,Data Science
2024-03-20,DE13,52.80741,-1.68844,kandice.lobb@gmail.com,Kandice,Lobb,Email Correspondence,Data Science
2024-07-22,PE13,52.66895,0.13868,john.deubner@gmail.com,John,Deubner,Webinar,Finance
2024-10-12,CF72,51.52989,-3.39852,crystal.phillips@gmail.com,Crystal,Phillips,Email Correspondence,Software Engineering
2024-12-05,TR21,49.92936,-6.25622,john.hendrickson@gmail.com,John,Hendrickson,Workshop,Software Engineering
2024-08-29,LS3,53.80128,-1.55964,katherine.mccall@gmail.com,Katherine,Mccall,Webinar,Finance
2024-09-12,SN4,51.53089,-1.81978,kathi.robbins@gmail.com,Kathi,Robbins,Email Correspondence,Finance
2024-11-29,BL6,53.59142,-2.53941,aaron.orosco@gmail.com,Aaron,Orosco,Networking Event,Software Engineering
2024-06-17,OL1,53.54944,-2.10566,daniel.irving@gmail.com,Daniel,Irving,Webinar,Data Science
2024-06-08,YO43,53.84976,-0.68952,sonya.cornell@gmail.com,Sonya,Cornell,Webinar,Software Engineering
2024-06-30,B98,52.3034,-1.91346,jo.jenkins@gmail.com,Jo,Jenkins,Networking Event,Finance
2024-03-27,TR9,50.41387,-4.93648,tyrone.sorbello@gmail.com,Tyrone,Sorbello,Email Correspondence,Data Science
2024-02-21,LS22,53.93179,-1.39375,roberta.crittenden@gmail.com,Roberta,Crittenden,Workshop,Education
2024-02-26,TR15,50.23225,-5.23669,emmie.hancock@gmail.com,Emmie,Hancock,Webinar,Healthcare
